order_id,customer_name,customer_address,order_date,status,item_name,quantity,total_amount
OR2024-033099,Maria Santos,"45 Mabini Ave., Makati City",2024-08-05,To Ship,HP 684 Tri-Color Ink,3,580.00
OR2024-033099,Maria Santos,"45 Mabini Ave., Makati City",2024-08-05,To Ship,File Pocket PVC A4,2,580.00
OR2024-033100,Ana Villanueva,"12 Burgos St., Cebu City",2024-08-18,Received,PVC Binding Cover A4,1,1150.00
OR2024-033100,Ana Villanueva,"12 Burgos St., Cebu City",2024-08-18,Received,Laminating Film A4,2,1150.00
OR2024-033102,Ana Villanueva,"12 Burgos St., Cebu City",2024-07-27,Preparing,Office Chair Mid-Back,3,7500.00
OR2024-033103,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-10-16,Received,Office Chair Mid-Back,1,2805.00
OR2024-033103,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-10-16,Received,Sticky Flags 75mm,2,2805.00
OR2024-033103,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-10-16,Received,Desk Pen Holder,3,2805.00
OR2024-033103,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-10-16,Received,Thumb Tacks 100pcs,1,2805.00
OR2024-033106,Daniel Cruz,"3 Session Rd., Baguio City",2024-01-09,Cancelled,Printer Paper A3 500 sheets,3,1370.00
OR2024-033106,Daniel Cruz,"3 Session Rd., Baguio City",2024-01-09,Cancelled,Sticky Flags 75mm,2,1370.00
OR2024-033107,Maria Santos,"45 Mabini Ave., Makati City",2024-03-16,Received,Highlighter Assorted Colors 12pcs,2,390.00
OR2024-033107,Maria Santos,"45 Mabini Ave., Makati City",2024-03-16,Received,Construction Paper Assorted,3,390.00
OR2024-033107,Maria Santos,"45 Mabini Ave., Makati City",2024-03-16,Received,Thumb Tacks 100pcs,3,390.00
OR2024-033107,Maria Santos,"45 Mabini Ave., Makati City",2024-03-16,Received,Sticky Notes 75x75mm,2,390.00
OR2024-033108,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-07-22,Received,HP 680 Black Ink Cartridge,3,360.00
OR2024-033109,Ana Villanueva,"12 Burgos St., Cebu City",2024-12-17,Preparing,Webcam 1080p,1,1350.00
OR2024-033109,Ana Villanueva,"12 Burgos St., Cebu City",2024-12-17,Preparing,Chart Paper Roll 50m,1,1350.00
OR2024-033109,Ana Villanueva,"12 Burgos St., Cebu City",2024-12-17,Preparing,Face Mask 50pcs,3,1350.00
OR2024-033110,Maria Santos,"45 Mabini Ave., Makati City",2024-06-24,Received,HP 680 Black Ink Cartridge,1,3760.00
OR2024-033110,Maria Santos,"45 Mabini Ave., Makati City",2024-06-24,Received,Office Chair Mid-Back,1,3760.00
OR2024-033110,Maria Santos,"45 Mabini Ave., Makati City",2024-06-24,Received,Construction Paper Assorted,2,3760.00
OR2024-033110,Maria Santos,"45 Mabini Ave., Makati City",2024-06-24,Received,Laptop Stand Aluminum,3,3760.00
OR2024-033111,Sophia Navarro,"14 Lacson St., Bacolod City",2024-07-08,Received,Laptop Stand Aluminum,3,2400.00
OR2024-033111,Sophia Navarro,"14 Lacson St., Bacolod City",2024-07-08,Received,Laminating Film A4,3,2400.00
OR2024-033112,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-04,Received,Power Bank 10000mAh,3,2060.00
OR2024-033112,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-04,Received,Paper Clips 50pcs,1,2060.00
OR2024-033112,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-04,Received,Spiral Coil Bind 10mm,2,2060.00
OR2024-033113,Daniel Cruz,"3 Session Rd., Baguio City",2024-04-01,Preparing,Thumb Tacks 100pcs,1,375.00
OR2024-033113,Daniel Cruz,"3 Session Rd., Baguio City",2024-04-01,Preparing,Glue Gun Small,3,375.00
OR2024-033114,Ana Villanueva,"12 Burgos St., Cebu City",2024-12-24,Received,Cork Board 2x3ft,1,550.00
OR2024-033115,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-03-28,Received,Cotton Balls 100pcs,1,1175.00
OR2024-033115,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-03-28,Received,Printer Paper A3 500 sheets,1,1175.00
OR2024-033115,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-03-28,Received,Spiral Coil Bind 10mm,2,1175.00
OR2024-033117,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-05-05,Received,Spiral Coil Bind 10mm,3,2400.00
OR2024-033117,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-05-05,Received,Printer Paper A3 500 sheets,3,2400.00
OR2024-033121,Daniel Cruz,"3 Session Rd., Baguio City",2024-06-12,Received,Watercolor Set 24pcs,1,925.00
OR2024-033121,Daniel Cruz,"3 Session Rd., Baguio City",2024-06-12,Received,Trash Bag Black Large,3,925.00
OR2024-033121,Daniel Cruz,"3 Session Rd., Baguio City",2024-06-12,Received,Chart Paper Roll 50m,1,925.00
OR2024-033122,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-07-16,Received,Cotton Balls 100pcs,3,195.00
OR2024-033122,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-07-16,Received,HP 680 Black Ink Cartridge,1,195.00
OR2024-033123,Sophia Navarro,"14 Lacson St., Bacolod City",2024-01-27,Received,Highlighter Assorted Colors 12pcs,2,2375.00
OR2024-033123,Sophia Navarro,"14 Lacson St., Bacolod City",2024-01-27,Received,Cork Board 2x3ft,3,2375.00
OR2024-033123,Sophia Navarro,"14 Lacson St., Bacolod City",2024-01-27,Received,PVC Binding Cover A4,2,2375.00
OR2024-033123,Sophia Navarro,"14 Lacson St., Bacolod City",2024-01-27,Received,Trash Bag Black Large,1,2375.00
OR2024-033125,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-01-20,Received,Desk Organizer Tray,3,455.00
OR2024-033125,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-01-20,Received,Floor Wax Red,1,455.00
OR2024-033126,Maria Santos,"45 Mabini Ave., Makati City",2024-06-07,Received,Webcam 1080p,1,850.00
OR2024-033127,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-11-14,Preparing,Cotton Balls 100pcs,1,975.00
OR2024-033127,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-11-14,Preparing,Laser Toner Cartridge 85A,1,975.00
OR2024-033128,Sophia Navarro,"14 Lacson St., Bacolod City",2024-07-17,Received,HP 684 Tri-Color Ink,1,1470.00
OR2024-033128,Sophia Navarro,"14 Lacson St., Bacolod City",2024-07-17,Received,Laminating Film A4,3,1470.00
OR2024-033129,Sophia Navarro,"14 Lacson St., Bacolod City",2024-06-11,Received,Mousepad Extended,1,2204.00
OR2024-033129,Sophia Navarro,"14 Lacson St., Bacolod City",2024-06-11,Received,File Folder A4 50pcs,3,2204.00
OR2024-033129,Sophia Navarro,"14 Lacson St., Bacolod City",2024-06-11,Received,Mop Bucket with Wringer,1,2204.00
OR2024-033129,Sophia Navarro,"14 Lacson St., Bacolod City",2024-06-11,Received,Soft Broom (Tambo),3,2204.00
OR2024-033131,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-11-07,To Ship,Face Mask 50pcs,1,1010.00
OR2024-033131,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-11-07,To Ship,Desk Organizer Tray,3,1010.00
OR2024-033131,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-11-07,To Ship,Mousepad Extended,3,1010.00
OR2024-033135,Maria Santos,"45 Mabini Ave., Makati City",2024-12-04,Preparing,Oil Pastels 36pcs,2,1665.00
OR2024-033135,Maria Santos,"45 Mabini Ave., Makati City",2024-12-04,Preparing,Watercolor Set 24pcs,2,1665.00
OR2024-033135,Maria Santos,"45 Mabini Ave., Makati City",2024-12-04,Preparing,Oil Pastels 36pcs,2,1665.00
OR2024-033135,Maria Santos,"45 Mabini Ave., Makati City",2024-12-04,Preparing,Glue Stick Large 40g,1,1665.00
OR2024-033136,Sophia Navarro,"14 Lacson St., Bacolod City",2024-02-16,Received,Power Bank 10000mAh,1,8140.00
OR2024-033136,Sophia Navarro,"14 Lacson St., Bacolod City",2024-02-16,Received,Office Chair Mid-Back,3,8140.00
OR2024-033136,Sophia Navarro,"14 Lacson St., Bacolod City",2024-02-16,Received,Floor Wax Red,1,8140.00
OR2024-033136,Sophia Navarro,"14 Lacson St., Bacolod City",2024-02-16,Received,Floor Wax Red,1,8140.00
OR2024-033137,Daniel Cruz,"3 Session Rd., Baguio City",2024-06-28,Preparing,Glue Gun Small,2,264.00
OR2024-033137,Daniel Cruz,"3 Session Rd., Baguio City",2024-06-28,Preparing,Binder Clips 24pcs,2,264.00
OR2024-033139,Maria Santos,"45 Mabini Ave., Makati City",2024-05-02,Received,Stapler Standard,3,300.00
OR2024-033144,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-09-01,Cancelled,Sticky Notes 75x75mm,3,120.00
OR2024-033144,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-09-01,Cancelled,File Pocket PVC A4,3,120.00
OR2024-033145,Maria Santos,"45 Mabini Ave., Makati City",2024-11-02,To Ship,Rubber Bands 500g,2,2790.00
OR2024-033145,Maria Santos,"45 Mabini Ave., Makati City",2024-11-02,To Ship,First Aid Kit Box,3,2790.00
OR2024-033146,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-02-21,Preparing,Paper Clip Box 500pcs,3,150.00
OR2024-033146,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-02-21,Preparing,Paper Clip Box 500pcs,2,150.00
OR2024-033148,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-07-13,Received,Glue Gun Small,2,240.00
OR2024-033150,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-04-28,Received,Stapler Standard,3,300.00
OR2024-033151,Ana Villanueva,"12 Burgos St., Cebu City",2024-10-27,To Ship,Mousepad Extended,3,600.00
OR2024-033153,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-13,Preparing,Mop Bucket with Wringer,1,1500.00
OR2024-033156,Ana Villanueva,"12 Burgos St., Cebu City",2024-12-27,Received,Highlighter Assorted Colors 12pcs,1,3480.00
OR2024-033156,Ana Villanueva,"12 Burgos St., Cebu City",2024-12-27,Received,Office Chair Mid-Back,1,3480.00
OR2024-033156,Ana Villanueva,"12 Burgos St., Cebu City",2024-12-27,Received,Desktop Organizer Wood,2,3480.00
OR2024-033158,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-10-15,Preparing,Face Mask 50pcs,3,150.00
OR2024-033162,Sophia Navarro,"14 Lacson St., Bacolod City",2024-01-24,Received,Waste Basket Mesh,3,360.00
OR2024-033163,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-01-17,Preparing,Webcam 1080p,2,2060.00
OR2024-033163,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-01-17,Preparing,Glue Gun Small,2,2060.00
OR2024-033163,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-01-17,Preparing,HP 680 Black Ink Cartridge,1,2060.00
OR2024-033165,Sophia Navarro,"14 Lacson St., Bacolod City",2024-01-18,Cancelled,VGA to HDMI Adapter,1,250.00
OR2024-033166,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-03-05,To Ship,PVC Binding Cover A4,1,1220.00
OR2024-033166,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-03-05,To Ship,First Aid Kit Box,1,1220.00
OR2024-033166,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-03-05,To Ship,Sticky Notes 50x50mm,3,1220.00
OR2024-033166,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-03-05,To Ship,Cotton Balls 100pcs,3,1220.00
OR2024-033168,Maria Santos,"45 Mabini Ave., Makati City",2024-10-23,To Ship,Compass and Protractor Set,2,300.00
OR2024-033170,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-09-30,Preparing,Alcohol 70% 1 Liter,1,2720.00
OR2024-033170,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-09-30,Preparing,First Aid Kit Box,3,2720.00
OR2024-033170,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-09-30,Preparing,Thumb Tacks 100pcs,2,2720.00
OR2024-033171,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-20,Received,HP 684 Tri-Color Ink,3,460.00
OR2024-033171,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-20,Received,Stapler Standard,1,460.00
OR2024-033172,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-06-08,Received,Eraser Large,1,250.00
OR2024-033172,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-06-08,Received,HP 680 Black Ink Cartridge,2,250.00
OR2024-033175,Maria Santos,"45 Mabini Ave., Makati City",2024-11-04,Preparing,Alcohol 70% 1 Liter,3,1700.00
OR2024-033175,Maria Santos,"45 Mabini Ave., Makati City",2024-11-04,Preparing,Cork Board 2x3ft,2,1700.00
OR2024-033175,Maria Santos,"45 Mabini Ave., Makati City",2024-11-04,Preparing,Desk Pen Holder,2,1700.00
OR2024-033178,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-03-21,Preparing,Adhesive Bandages 100pcs,3,540.00
OR2024-033180,Daniel Cruz,"3 Session Rd., Baguio City",2024-10-10,Received,Webcam 1080p,3,2550.00
OR2024-033181,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-03-05,Received,Webcam 1080p,1,850.00
OR2024-033183,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-02-12,To Ship,Graph Paper Pad A4 50 sheets,1,160.00
OR2024-033183,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-02-12,To Ship,Index Divider Tabs 5pcs,3,160.00
OR2024-033186,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-08-14,Received,Laminating Film A4,3,2340.00
OR2024-033186,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-08-14,Received,Face Mask 50pcs,1,2340.00
OR2024-033186,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-08-14,Received,Laptop Stand Aluminum,2,2340.00
OR2024-033186,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-08-14,Received,Waste Basket Mesh,2,2340.00
OR2024-033187,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-03-04,Received,Thumb Tacks 100pcs,1,1565.00
OR2024-033187,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-03-04,Received,Mousepad Extended,1,1565.00
OR2024-033187,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-03-04,Received,Printer Paper A3 500 sheets,3,1565.00
OR2024-033188,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-10-16,Received,Index Divider Tabs 5pcs,2,40.00
OR2024-033190,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-04-15,Preparing,Floor Wax Red,1,145.00
OR2024-033190,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-04-15,Preparing,Sticky Notes 75x75mm,2,145.00
OR2024-033191,Daniel Cruz,"3 Session Rd., Baguio City",2024-10-26,Received,Compass and Protractor Set,1,375.00
OR2024-033191,Daniel Cruz,"3 Session Rd., Baguio City",2024-10-26,Received,Thumb Tacks 100pcs,3,375.00
OR2024-033191,Daniel Cruz,"3 Session Rd., Baguio City",2024-10-26,Received,Eraser Large,3,375.00
OR2024-033191,Daniel Cruz,"3 Session Rd., Baguio City",2024-10-26,Received,Face Mask 50pcs,3,375.00
OR2024-033194,Ana Villanueva,"12 Burgos St., Cebu City",2024-01-24,Received,Index Divider Tabs 5pcs,3,135.00
OR2024-033194,Ana Villanueva,"12 Burgos St., Cebu City",2024-01-24,Received,Sticky Notes 75x75mm,3,135.00
OR2024-033197,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-07-16,Received,File Pocket PVC A4,1,15.00
OR2024-033203,Daniel Cruz,"3 Session Rd., Baguio City",2024-12-05,Received,Stapler Standard,1,130.00
OR2024-033203,Daniel Cruz,"3 Session Rd., Baguio City",2024-12-05,Received,Staples 1000pcs,2,130.00
OR2024-033204,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-01-26,Received,Oil Pastels 36pcs,3,705.00
OR2024-033204,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-01-26,Received,Thumb Tacks 100pcs,3,705.00
OR2024-033205,Maria Santos,"45 Mabini Ave., Makati City",2024-08-15,Received,HP 684 Tri-Color Ink,1,120.00
OR2024-033206,Maria Santos,"45 Mabini Ave., Makati City",2024-06-16,Received,File Folder A4 50pcs,2,36.00
OR2024-033207,Maria Santos,"45 Mabini Ave., Makati City",2024-10-23,Received,Whiteboard Sheet Roll,2,2435.00
OR2024-033207,Maria Santos,"45 Mabini Ave., Makati City",2024-10-23,Received,Glue Stick Large 40g,1,2435.00
OR2024-033207,Maria Santos,"45 Mabini Ave., Makati City",2024-10-23,Received,Rubber Bands 500g,3,2435.00
OR2024-033207,Maria Santos,"45 Mabini Ave., Makati City",2024-10-23,Received,Spiral Coil Bind 10mm,3,2435.00
OR2024-033209,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-02-18,To Ship,Sticky Flags 75mm,1,2710.00
OR2024-033209,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-02-18,To Ship,Binder 2-inch D-Ring,3,2710.00
OR2024-033209,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-02-18,To Ship,Cork Board 2x3ft,1,2710.00
OR2024-033209,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-02-18,To Ship,Webcam 1080p,2,2710.00
OR2024-033213,Sophia Navarro,"14 Lacson St., Bacolod City",2024-12-05,Preparing,Sticky Flags 25mm,2,486.00
OR2024-033213,Sophia Navarro,"14 Lacson St., Bacolod City",2024-12-05,Preparing,Spiral Coil Bind 10mm,1,486.00
OR2024-033213,Sophia Navarro,"14 Lacson St., Bacolod City",2024-12-05,Preparing,Waste Basket Mesh,1,486.00
OR2024-033214,Maria Santos,"45 Mabini Ave., Makati City",2024-07-15,Preparing,Eraser Large,2,3040.00
OR2024-033214,Maria Santos,"45 Mabini Ave., Makati City",2024-07-15,Preparing,First Aid Kit Box,3,3040.00
OR2024-033214,Maria Santos,"45 Mabini Ave., Makati City",2024-07-15,Preparing,Alcohol 70% 1 Liter,2,3040.00
OR2024-033214,Maria Santos,"45 Mabini Ave., Makati City",2024-07-15,Preparing,Floor Wax Red,2,3040.00
OR2024-033216,Sophia Navarro,"14 Lacson St., Bacolod City",2024-02-07,Received,Paper Clip Box 500pcs,2,435.00
OR2024-033216,Sophia Navarro,"14 Lacson St., Bacolod City",2024-02-07,Received,Glass Cleaner Spray,3,435.00
OR2024-033216,Sophia Navarro,"14 Lacson St., Bacolod City",2024-02-07,Received,Staples 1000pcs,3,435.00
OR2024-033217,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-03-10,Preparing,Stapler Standard,1,800.00
OR2024-033217,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-03-10,Preparing,Chart Paper Roll 50m,2,800.00
OR2024-033218,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-05-27,Received,Thumb Tacks 100pcs,3,405.00
OR2024-033218,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-05-27,Received,HP 684 Tri-Color Ink,3,405.00
OR2024-033219,Daniel Cruz,"3 Session Rd., Baguio City",2024-04-02,Received,Mousepad Extended,3,3095.00
OR2024-033219,Daniel Cruz,"3 Session Rd., Baguio City",2024-04-02,Received,Construction Paper Assorted,1,3095.00
OR2024-033219,Daniel Cruz,"3 Session Rd., Baguio City",2024-04-02,Received,Cork Board 2x3ft,2,3095.00
OR2024-033219,Daniel Cruz,"3 Session Rd., Baguio City",2024-04-02,Received,Printer Paper A3 500 sheets,3,3095.00
OR2024-033220,Sophia Navarro,"14 Lacson St., Bacolod City",2024-09-09,Preparing,HP 684 Tri-Color Ink,1,185.00
OR2024-033220,Sophia Navarro,"14 Lacson St., Bacolod City",2024-09-09,Preparing,Index Divider Tabs 5pcs,2,185.00
OR2024-033220,Sophia Navarro,"14 Lacson St., Bacolod City",2024-09-09,Preparing,Sticky Notes 75x75mm,1,185.00
OR2024-033221,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-01-28,To Ship,PVC Binding Cover A4,2,1200.00
OR2024-033221,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-01-28,To Ship,Spiral Coil Bind 10mm,2,1200.00
OR2024-033224,Sophia Navarro,"14 Lacson St., Bacolod City",2024-07-19,Cancelled,Index Divider Tabs 5pcs,3,2580.00
OR2024-033224,Sophia Navarro,"14 Lacson St., Bacolod City",2024-07-19,Cancelled,Glue Gun Small,1,2580.00
OR2024-033224,Sophia Navarro,"14 Lacson St., Bacolod City",2024-07-19,Cancelled,Laptop Stand Aluminum,2,2580.00
OR2024-033224,Sophia Navarro,"14 Lacson St., Bacolod City",2024-07-19,Cancelled,Webcam 1080p,2,2580.00
OR2024-033226,Ana Villanueva,"12 Burgos St., Cebu City",2024-07-29,Cancelled,Laminating Film A4,3,1350.00
OR2024-033227,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-08-15,Received,Laser Toner Cartridge 85A,2,2324.00
OR2024-033227,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-08-15,Received,Whiteboard Eraser,1,2324.00
OR2024-033227,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-08-15,Received,Chart Paper Roll 50m,1,2324.00
OR2024-033227,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-08-15,Received,Binder Clips 24pcs,2,2324.00
OR2024-033229,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-09-28,Received,Face Mask 50pcs,2,100.00
OR2024-033230,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-11-22,Received,Oil Pastels 36pcs,3,690.00
OR2024-033230,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-11-22,Received,File Pocket PVC A4,2,690.00
OR2024-033231,Maria Santos,"45 Mabini Ave., Makati City",2024-04-16,Received,Desktop Organizer Wood,1,450.00
OR2024-033232,Sophia Navarro,"14 Lacson St., Bacolod City",2024-02-07,Received,Compass and Protractor Set,3,810.00
OR2024-033232,Sophia Navarro,"14 Lacson St., Bacolod City",2024-02-07,Received,Glue Gun Small,1,810.00
OR2024-033232,Sophia Navarro,"14 Lacson St., Bacolod City",2024-02-07,Received,Highlighter Assorted Colors 12pcs,3,810.00
OR2024-033235,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-04-09,Preparing,Whiteboard Eraser,3,1150.00
OR2024-033235,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-04-09,Preparing,Floor Wax Red,2,1150.00
OR2024-033235,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-04-09,Preparing,Laminating Film A4,1,1150.00
OR2024-033235,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-04-09,Preparing,HP 684 Tri-Color Ink,3,1150.00
OR2024-033236,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-12-10,Preparing,PVC Binding Cover A4,1,980.00
OR2024-033236,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-12-10,Preparing,Alcohol 70% 1 Liter,2,980.00
OR2024-033236,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-12-10,Preparing,Compass and Protractor Set,3,980.00
OR2024-033237,Daniel Cruz,"3 Session Rd., Baguio City",2024-02-26,To Ship,Binder Clips 24pcs,2,24.00
OR2024-033240,Ana Villanueva,"12 Burgos St., Cebu City",2024-02-20,Received,First Aid Kit Box,3,3320.00
OR2024-033240,Ana Villanueva,"12 Burgos St., Cebu City",2024-02-20,Received,Spiral Coil Bind 10mm,2,3320.00
OR2024-033240,Ana Villanueva,"12 Burgos St., Cebu City",2024-02-20,Received,Sticky Flags 75mm,1,3320.00
OR2024-033240,Ana Villanueva,"12 Burgos St., Cebu City",2024-02-20,Received,Paper Clip Box 500pcs,2,3320.00
OR2024-033243,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-07-05,Received,Glass Cleaner Spray,2,220.00
OR2024-033245,Sophia Navarro,"14 Lacson St., Bacolod City",2024-08-02,Received,Whiteboard Eraser,1,115.00
OR2024-033245,Sophia Navarro,"14 Lacson St., Bacolod City",2024-08-02,Received,Eraser Large,2,115.00
OR2024-033245,Sophia Navarro,"14 Lacson St., Bacolod City",2024-08-02,Received,Thumb Tacks 100pcs,3,115.00
OR2024-033246,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-05-23,Received,Paper Clip Box 500pcs,3,135.00
